Authors,Year,Study Type,Organism,Common Name,Functional group,Habitat,AI,AI type,Application Rate,Application Units,Dose,Dose Units,Conversion,Individuals (n),Fitness measure,n measure,Response measure,Notes,Mean,SE,SD,Treatment,Replicates,No. Sample Periods,Study Location,Data Source,Graph Digitizer
Piiroinen et al.,2016,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sugar water,0,µg/kg,,,,150,movement,total,sugar collection (g),mean sugar collected per day per worker,0.61,0.01,,2,15,7,United Kingdom,supplemental,N
Piiroinen et al.,2016,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sugar water,0,µg/kg,,,,150,movement,total,sugar collection (g),mean sugar collected per day per worker,0.63,0.02,,2,15,7,United Kingdom,supplemental,N
Piiroinen et al.,2016,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sugar water,0,µg/kg,,,,150,movement,total,sugar collection (g),mean sugar collected per day per worker,0.73,0.02,,2,15,7,United Kingdom,supplemental,N
Piiroinen et al.,2016,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sugar water,0,µg/kg,,,,150,movement,total,sugar collection (g),mean sugar collected per day per worker,0.76,0.02,,2,15,7,United Kingdom,supplemental,N
Piiroinen et al.,2016,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sugar water,0,µg/kg,,,,150,movement,total,sugar collection (g),mean sugar collected per day per worker,0.77,0.02,,2,15,7,United Kingdom,supplemental,N
Piiroinen et al.,2016,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sugar water,0,µg/kg,,,,150,movement,total,sugar collection (g),mean sugar collected per day per worker,0.77,0.02,,2,15,7,United Kingdom,supplemental,N
Piiroinen et al.,2016,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,CLO,not specified,1,µg/kg,,,,150,movement,total,sugar collection (g),mean sugar collected per day per worker,0.57,0.01,,2,15,7,United Kingdom,supplemental,N
Piiroinen et al.,2016,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,CLO,not specified,1,µg/kg,,,,150,movement,total,sugar collection (g),mean sugar collected per day per worker,0.61,0.01,,2,15,7,United Kingdom,supplemental,N
Piiroinen et al.,2016,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,CLO,not specified,1,µg/kg,,,,150,movement,total,sugar collection (g),mean sugar collected per day per worker,0.62,0.01,,2,15,7,United Kingdom,supplemental,N
Piiroinen et al.,2016,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,CLO,not specified,1,µg/kg,,,,150,movement,total,sugar collection (g),mean sugar collected per day per worker,0.73,0.02,,2,15,7,United Kingdom,supplemental,N
Piiroinen et al.,2016,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,CLO,not specified,1,µg/kg,,,,150,movement,total,sugar collection (g),mean sugar collected per day per worker,0.76,0.02,,2,15,7,United Kingdom,supplemental,N
Piiroinen et al.,2016,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,CLO,not specified,1,µg/kg,,,,150,movement,total,sugar collection (g),mean sugar collected per day per worker,0.81,0.02,,2,15,7,United Kingdom,supplemental,N
Piiroinen et al.,2016,lab,Bombus terrestris,buff-tailed bumblebee,pollinator,,CLO,not specified,1,µg/kg,,,,150,movement,total,sugar collection (g),mean sugar collected per day per worker,0.78,0.02,,2,15,7,United Kingdom,supplemental,N
Stanley et al.,2016,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sucrose solution,,,0,ppb,,27,movement,subset of total,time spent foraging (s),mean length of time spent foraging,850.79,81.07,,2,5,,United Kingdom,table 1,N
Stanley et al.,2016,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,THX,not specified,,,10,ppb,,47,movement,subset of total,time spent foraging (s),mean length of time spent foraging,940.09,89.38,,2,5,,United Kingdom,table 1,N
Stanley et al.,2016,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sucrose solution,,,0,ppb,,27,movement,subset of total,flowers visited,no. flowers visited before foraging learnt,3.7,1.06,,2,5,,United Kingdom,table 1,N
Stanley et al.,2016,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,THX,not specified,,,10,ppb,,47,movement,subset of total,flowers visited,no. flowers visited before foraging learnt,9.6,1.8,,2,5,,United Kingdom,table 1,N
Stanley et al.,2016,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sucrose solution,,,0,ppb,,27,movement,subset of total,time between flower visits (s),length of time spent between flower visits,35.51,5.24,,2,5,,United Kingdom,table 1,N
Stanley et al.,2016,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,THX,not specified,,,10,ppb,,47,movement,subset of total,time between flower visits (s),length of time spent between flower visits,31.55,5.26,,2,5,,United Kingdom,table 1,N
Stanley et al.,2016,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sucrose solution,,,0,ppb,,27,movement,subset of total,foraging behavior (s),time until foraging behavior learnt,815.21,107.91,,2,5,,United Kingdom,table 1,N
Stanley et al.,2016,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,THX,not specified,,,10,ppb,,47,movement,subset of total,foraging behavior (s),time until foraging behavior learnt,549.35,78.77,,2,5,,United Kingdom,table 1,N
Stanley et al.,2016b,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sucrose solution,,,0,ppb,,135,movement,subset of total,days foraged,no. days foraged per bee,5.22,0.33,,2,4,,United Kingdom,table 1,N
Stanley et al.,2016b,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,THX,not specified,,,2.4,ppb,,107,movement,subset of total,days foraged,no. days foraged per bee,6.7,0.47,,2,4,,United Kingdom,table 1,N
Stanley et al.,2016b,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sucrose solution,,,0,ppb,,135,movement,subset of total,foraging trips,no. foraging bouts/day per bee,2.92,0.18,,2,4,,United Kingdom,table 1,N
Stanley et al.,2016b,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,THX,not specified,,,2.4,ppb,,107,movement,subset of total,foraging trips,no. foraging bouts/day per bee,2.87,0.19,,2,4,,United Kingdom,table 1,N
Stanley et al.,2016b,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sucrose solution,,,0,ppb,,150,abundance,subset of total,foragers per colony,no. foragers per colony,37.5,6.91,,2,4,,United Kingdom,table 1,N
Stanley et al.,2016b,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,THX,not specified,,,2.4,ppb,,130,abundance,subset of total,foragers per colony,no. foragers per colony,32.5,7.6,,2,4,,United Kingdom,table 1,N
Stanley et al.,2016b,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sucrose solution,,,0,ppb,,78,movement,subset of total,return time (min),time taken to return overall per bee,371.13,133.94,,2,4,,United Kingdom,table 1,N
Stanley et al.,2016b,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,THX,not specified,,,2.4,ppb,,64,movement,subset of total,return time (min),time taken to return overall per bee,372.56,118.7,,2,4,,United Kingdom,table 1,N
Stanley et al.,2016b,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sucrose solution,,,0,ppb,,304,condition,subset of total,colony size,colony size,76,9.68,,2,4,,United Kingdom,table 1,N
Stanley et al.,2016b,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,THX,not specified,,,2.4,ppb,,289,condition,subset of total,colony size,colony size,72.25,17.3,,2,4,,United Kingdom,table 1,N
Stanley et al.,2016b,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,control,sucrose solution,,,0,ppb,,130,condition,subset of total,body size,body size per bee (mm),4.07,0.05,,2,4,,United Kingdom,table 1,N
Stanley et al.,2016b,semi-field,Bombus terrestris,buff-tailed bumblebee,pollinator,,THX,not specified,,,2.4,ppb,,210,condition,subset of total,body size,body size per bee (mm),4.11,0.04,,2,4,,United Kingdom,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,control,untreated seed,,,0,ppb,,39,condition,surviving total,head size,1st instar; head capsule width (mm),1.41,0.01,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,CLO,treated seed,,,0.5,ppb,,30,condition,surviving total,head size,1st instar; head capsule width (mm),1.72,0.33,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,CLO,treated seed,,,1,ppb,,30,condition,surviving total,head size,1st instar; head capsule width (mm),1.4,0.01,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,CLO,treated seed,,,5,ppb,,28,condition,surviving total,head size,1st instar; head capsule width (mm),1.4,0.01,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,CLO,treated seed,,,10,ppb,,18,condition,surviving total,head size,1st instar; head capsule width (mm),1.42,0.01,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,CLO,treated seed,,,25,ppb,,22,condition,surviving total,head size,1st instar; head capsule width (mm),1.4,0.01,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,control,untreated seed,,,0,ppb,,39,condition,surviving total,body size,body length (mm),8.7,0.3,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,CLO,treated seed,,,0.5,ppb,,30,condition,surviving total,body size,body length (mm),7.74,0.13,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,CLO,treated seed,,,1,ppb,,30,condition,surviving total,body size,body length (mm),7.87,0.18,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,CLO,treated seed,,,5,ppb,,28,condition,surviving total,body size,body length (mm),7.65,0.11,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,CLO,treated seed,,,10,ppb,,18,condition,surviving total,body size,body length (mm),7.17,0.38,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,CLO,treated seed,,,25,ppb,,22,condition,surviving total,body size,body length (mm),11.55,0.39,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,control,untreated seed,,,0,ppb,,39,condition,surviving total,weight,weight (mg),23.23,1.7,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,CLO,treated seed,,,0.5,ppb,,30,condition,surviving total,weight,weight (mg),17.39,0.78,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,CLO,treated seed,,,1,ppb,,30,condition,surviving total,weight,weight (mg),19.61,1,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,CLO,treated seed,,,5,ppb,,28,condition,surviving total,weight,weight (mg),18.72,0.87,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,CLO,treated seed,,,10,ppb,,18,condition,surviving total,weight,weight (mg),21.62,2.68,,6,,,South Dakota,table 1,N
Pecenka and Lundgren,2015,lab,Danaus plexippus,monarch butterfly,pollinator,,CLO,treated seed,,,25,ppb,,22,condition,surviving total,weight,weight (mg),32.4,3.5,,6,,,South Dakota,table 1,N
Kreutzweiser et al. ,2009,microcosm,Dendrobaena octaedra,earthworm,herbivore,,control,leaves only,,,0,µg/g,,10,survival,total,survival,"percent mortality, Day 35",0,,,3,5,,"ON, Canada",table 2,N
Kreutzweiser et al. ,2009,microcosm,Dendrobaena octaedra,earthworm,herbivore,,IMI,stem-injections,,,31,µg/g,,10,survival,total,survival,"percent mortality, Day 35",30,12.2,,3,5,,"ON, Canada",table 2,N
Kreutzweiser et al. ,2009,microcosm,Dendrobaena octaedra,earthworm,herbivore,,IMI,stem-injections,,,135,µg/g,,10,survival,total,survival,"percent mortality, Day 35",10,10,,3,5,,"ON, Canada",table 2,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,control,untreated,,,0,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,4.05,,0.05,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,IMI,not specified,,,0.1,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,4.07,,0.32,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,IMI,not specified,,,0.2,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,4.15,,0.15,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,IMI,not specified,,,0.5,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,3.09,,0.33,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,IMI,not specified,,,1,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,2.35,,0.15,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,IMI,not specified,,,2,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,0.65,,0.05,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,control,untreated,,,0,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,4.05,,0.05,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,ACT,not specified,,,0.05,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,3.99,,0.33,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,ACT,not specified,,,0.125,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,4.03,,0.67,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,ACT,not specified,,,0.25,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,3.55,,0.45,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,ACT,not specified,,,0.75,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,2.05,,0.15,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,ACT,not specified,,,1.5,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,2.45,,0.15,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,control,untreated,,,0,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,4.05,,0.05,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,CLO,not specified,,,0.01,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,4.16,,0.78,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,CLO,not specified,,,0.025,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,4.43,,0.25,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,CLO,not specified,,,0.05,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,3.5,,0.1,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,CLO,not specified,,,0.2,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,3.1,,0.5,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,CLO,not specified,,,0.8,mg/kg,,10,reproduction,total,no. of cocoons,mean cocoons per earthworm,1.85,,0.05,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,control,untreated,,,0,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,3.97,,0.22,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,IMI,not specified,,,0.1,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,3.67,,0.33,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,IMI,not specified,,,0.2,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,2.57,,0.01,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,IMI,not specified,,,0.5,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,2.37,,0.3,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,IMI,not specified,,,1,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,2.69,,0.69,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,IMI,not specified,,,2,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,2.25,,0.25,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,control,untreated,,,0,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,3.97,,0.22,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,ACT,not specified,,,0.05,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,3.96,,0.57,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,ACT,not specified,,,0.125,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,3.07,,0.56,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,ACT,not specified,,,0.25,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,2.47,,0.68,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,ACT,not specified,,,0.75,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,2.79,,0.21,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,ACT,not specified,,,1.5,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,0.99,,0.26,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,control,untreated,,,0,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,3.97,,0.22,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,CLO,not specified,,,0.01,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,4.09,,0.65,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,CLO,not specified,,,0.025,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,3.98,,0.59,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,CLO,not specified,,,0.05,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,4.75,,0.46,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,CLO,not specified,,,0.2,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,3.7,,0.46,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,CLO,not specified,,,0.8,mg/kg,,10,reproduction,total,no. hatchlings,mean hatchlings per cocoon,1.81,,0.06,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,control,untreated,,,0,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),13.75,,1.61,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,IMI,not specified,,,0.1,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),13.36,,1.06,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,IMI,not specified,,,0.2,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),12.46,,1.96,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,IMI,not specified,,,0.5,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),10.96,,0.38,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,IMI,not specified,,,1,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),8,,2.43,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,IMI,not specified,,,2,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),6.79,,0.13,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,control,untreated,,,0,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),13.75,,1.61,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,ACT,not specified,,,0.05,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),12.75,,0.93,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,ACT,not specified,,,0.125,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),10.5,,1.06,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,ACT,not specified,,,0.25,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),10,,1.57,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,ACT,not specified,,,0.75,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),8.33,,0.94,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,ACT,not specified,,,1.5,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),7.05,,0.61,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,control,untreated,,,0,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),13.75,,1.61,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,CLO,not specified,,,0.01,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),13.58,,1.5,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,CLO,not specified,,,0.025,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),12.66,,1.3,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,CLO,not specified,,,0.05,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),11.3,,2.89,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,CLO,not specified,,,0.2,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),11.07,,0.84,4,5,,China,table 3,N
Wang et al. ,2015,lab,Eisenia fetida,earthworm,herbivore,,CLO,not specified,,,0.8,mg/kg,,10,condition,total,cocoon weight (mg),mean cocoon weight (mg),9.55,,1.57,4,5,,China,table 3,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,control,untreated,,,0,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 1",12,4.1,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,control,untreated,,,0,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 3",18,5.5,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,control,untreated,,,0,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 4",20,5.9,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,control,untreated,,,0,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 5",24,5.9,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,control,untreated,,,0,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, 7",24,6.2,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,control,untreated,,,0,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 11",24,6,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,control,untreated,,,0,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, 21",32,7,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.00136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 1",10,3.8,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.00136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 3",18,5.5,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.00136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 4",20,5.9,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.00136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 5",20,5.5,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.00136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, 7",20,5.8,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.00136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 11",20,5.7,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.00136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, 21",24,6.4,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.0136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 1",12,4.1,,7,1,,New Zealand,table 1,N
Walker et al.,2007,lab,Micromus tasmaniae,tasmanian brown lacewing,predator,,IMI,drench,,,0.0136,ml/1000 transplants,,50,survival,total per treatment,percent mortality,"percent mortality after feeding on IMI-treated, day 3",24,6.1,,7,1,,New Zealand,table 1,N
